序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
3137,南投縣國姓鄉,福龜村,長壽巷34-1號,120.8269,24.0222,穀豐宮,福龜村11-18鄰,50,"水災,震災,土石流,海嘯",邱昌賢村長,049-2722746,是,否,是
3138,彰化縣花壇鄉,花壇村,彰化縣花壇鄉花壇村平和街76號,120.5281,24.0228,花壇村活動中心,全鄉,40,"水災,土石流,海嘯",梁秀雲,04-7863746,是,否,是
3139,彰化縣花壇鄉,橋頭村,花橋街117-1號,120.549491,24.023454,橋頭社區活動中心,橋頭村,60,"水災,土石流,海嘯",洪清圳,04-7882699,是,否,是
3140,彰化縣花壇鄉,長沙村,彰員路2段286-1號,120.554321,24.024199,長沙社區活動中心,長沙村,30,"水災,土石流,海嘯",林燕美,7863163,是,否,是
3141,花蓮縣新城鄉,嘉里村,嘉里路163號,121.6074,24.0244,國軍805醫院,嘉里村,100,"水災,震災,土石流,海嘯",高志雄,03-8263151,是,否,是
3142,南投縣埔里鎮,廣成里,西安路三段88號,120.9498,24.025,受鎮宮,廣成里,100,"水災,震災,土石流",徐牧榮,049-2984040-107,是,否,是
3143,南投縣埔里鎮,廣成里,西安路3段88號,120.9498,24.025,廣成里社區活動中心,廣成里,100,"水災,震災,土石流",沈鈺智,049-2984040-225,是,否,是
3144,彰化縣福興鄉,番社村,80號,120.452946,24.025656,永豐國小,番社村元中村外中村,100,"水災,震災,土石流,海嘯",張見銘,7792748,否,否,否
3145,南投縣仁愛鄉,大同村,信義巷28號,121.137109,24.02587,仁愛國中,精英村、大同村,100,"水災,土石流,海嘯",李孟桂,2802206,是,否,否
3146,彰化縣花壇鄉,長沙村,學前路108號,120.543046,24.02619,花壇國小,"花壇村,南口村,長沙村",300,"水災,震災,土石流,海嘯",林振茂,7862043,是,是,是
3147,彰化縣秀水鄉,埔崙村,彰水路二段341號,120.493159,24.026497,明正國小,埔崙村,200,"水災,震災,土石流,海嘯",盧焜煌,04-7692533,是,是,是
3148,彰化縣芬園鄉,大埔村,大埔路6號,120.619987,24.027045,富山國小,全鄉,100,"水災,震災,土石流,海嘯",洪世昌,049-2522084,是,否,是
3149,花蓮縣新城鄉,大漢村,明潭街27號,121.6298,24.0271,七星潭社區活動中心,大漢村,27,"水災,土石流",李添富,8265717,是,否,是
3150,花蓮縣新城鄉,北埔村,北埔路13號,121.6062,24.0275,基督教芥菜種會,北埔村,41,"水災,震災,土石流,海嘯",吳雅琴,03-8260653,是,否,是
3151,臺中市霧峰區,南勢里,光明路280-2號,120.673656,24.027631,南勢里活動中心,南勢里,50,"水災,震災,土石流",陳錫卿,04-23329371,是,否,是
3152,南投縣國姓鄉,乾溝村,西東巷1之1號,120.8246,24.0279,乾峰國小1甲-6甲與4間專科教室,乾溝村1-8鄰,20,"水災,震災,土石流,海嘯",姚美宜校長,049-2721002,是,否,是
3153,彰化縣秀水鄉,秀水村,開南巷82號,120.522912,24.027939,秀水港墘社區活動中心,秀水村,61,"水災,土石流,海嘯",李家義,04-7680775,是,是,是
3154,彰化縣秀水鄉,秀水村,花秀路46號對面,120.522912,24.027939,秀水社區活動中心,秀水村,61,"水災,土石流,海嘯",吳財巷,04-7694735,是,是,是
3155,彰化縣福興鄉,廈粘村,沿海路3段100號,120.410328,24.027997,管嶼國小,福寶村頂粘村廈粘村,100,"水災,震災,土石流,海嘯",許順仲,7702949,否,否,否
3156,臺中市霧峰區,萬豐里,中正路224號,120.698322,24.02802,萬豐國小北棟教室,萬豐、舊正,1830,"水災,震災,土石流",葉賢勇,04-23393417#830,是,是,否
3157,南投縣仁愛鄉,春陽村,5鄰永樂巷58號,121.148717,24.02827,春陽國小,春陽村,100,"水災,震災,土石流,海嘯",梁有章,2802573,是,否,是
3158,彰化縣福興鄉,橋頭村,彰化縣福興鄉橋頭村彰鹿路7段495號,120.474,24.0288,東區幼兒園,大崙村外埔村,100,"水災,土石流,海嘯",施懿玲,047-772066-304,是,否,是
3159,南投縣國姓鄉,乾溝村,中西巷36號,120.8141,24.0293,乾溝義民祠,乾溝村,20,"水災,震災,土石流,海嘯",田基堯村長,049-2723185,是,否,是
3160,南投縣國姓鄉,乾溝村,西東巷1之1號,120.824,24.0294,乾溝社區活動中心,乾溝村9-12鄰,50,"水災,震災,土石流,海嘯",田基堯村長,049-2723509,是,否,是
3161,彰化縣秀水鄉,福安村,民意街64號,120.494877,24.029756,福安社區活動中心清龍巖,福安村,30,"水災,土石流,海嘯",周萬發,04-7689186,是,是,是
3162,彰化縣花壇鄉,長沙村,橋頭段6地號彰員路2段586號附近,120.549226,24.030566,花壇鄉舊營區,"長沙村,橋頭村,文德村,白沙村",300,"水災,土石流,海嘯",花壇公所,04-7865921,否,是,否
3163,彰化縣秀水鄉,莊雅村,秀中街82巷67弄3號,120.507116,24.031813,莊雅社區活動中心,莊雅村,99,"水災,土石流,海嘯",徐金菊,04-7691899,是,是,是
3164,彰化縣秀水鄉,莊雅村,秀中街82巷67弄臨15號,120.507116,24.031813,莊雅社區活動中心,莊雅村,99,"水災,土石流,海嘯",徐金菊,04-7691899,是,是,是
3165,彰化縣花壇鄉,崙雅村,花秀路446號,120.523698,24.034076,文祥國小,崙雅村 劉厝村,100,"水災,土石流,海嘯",徐立峰,04-7862255,是,否,是
3166,花蓮縣新城鄉,北埔村,北埔路259號,121.6032,24.0341,北埔社區活動中心,北埔村,35,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是
3167,彰化縣秀水鄉,福安村,中山路364號,120.496818,24.03447,秀水高工,全鄉,100,"水災,震災,土石流,海嘯",曾錦章,04-7697021,是,是,是
3168,南投縣埔里鎮,合成里,西安路167巷3弄7號,120.924,24.0345,太平社區活動中心,合成里,50,"水災,震災,土石流",沈鈺智,049-2984040-225,是,否,是
3169,彰化縣秀水鄉,安東村,中山路328號,120.501234,24.034949,秀水鄉農會,全鄉,200,"水災,土石流,海嘯",鄭文坤,04-7691321,是,否,是
3170,彰化縣秀水鄉,安東村,中山路257號,120.503149,24.03508,秀水國小,全鄉,200,"水災,震災,土石流,海嘯",王材源,04-7695756,是,是,是
3171,南投縣仁愛鄉,精英村,中華巷18-1號,121.185665,24.035156,精英村辦公處,精英村,80,"水災,震災,土石流,海嘯",施明德,049-2970913,是,否,是
3172,南投縣埔里鎮,合成里,西安路三段221號,120.9247,24.0363,合成社區活動中心,合成里,40,"水災,震災,土石流",沈鈺智,049-2984040-225,是,否,是
3173,花蓮縣新城鄉,大漢村,19鄰民有街101號,121.61,24.0368,大漢社區活動中心,大漢村,70,"水災,震災,土石流,海嘯",李添富,8265717,是,否,是
3174,南投縣國姓鄉,國姓村,民族路40號,120.855,24.0376,國姓社區活動中心,國姓村8-15鄰,50,"水災,震災,土石流,海嘯",陳振榮村長,049-2721731,是,否,是
3175,花蓮縣新城鄉,大漢村,民有街2號,121.6119,24.038,復興南營區,新城村、順安村、康樂村、大漢村、北埔村,120,"水災,震災,土石流,海嘯",陳尚庭上尉,03-8269732,是,否,是
3176,彰化縣秀水鄉,秀水村,花秀路51號,120.51409,24.038279,華龍國小,秀水村,150,"水災,震災,土石流,海嘯",蔡玲惠,04-7692713,是,是,是
3177,彰化縣秀水鄉,莊雅村,中山路99號,120.507324,24.038285,秀水鄉老人文康中心,莊雅村,50,"水災,土石流,海嘯",陳浚朋,7697024-302,是,是,是
3178,彰化縣花壇鄉,中口村,中山路2段471號,120.535034,24.038331,僑愛國小,中口村,40,"水災,震災,土石流,海嘯",陳茂欽,04-7863227,是,是,是
3179,彰化縣秀水鄉,安東村,枋林巷60號,120.501248,24.039226,安東社區活動中心,安東村,61,"水災,土石流,海嘯",謝國華,04-7694739,是,是,否
3180,南投縣國姓鄉,國姓村,國姓路311號,120.8567,24.0396,國姓國小活動中心,國姓村1-7鄰,50,"水災,震災,土石流,海嘯",林思遠校長,049-2721018,是,否,是
3181,花蓮縣新城鄉,大漢村,光復路572號,121.6042,24.0399,新城鄉立圖書館,北埔村、大漢村,58,"水災,震災,土石流,海嘯",黃志明,03-8261790,是,否,是
3182,花蓮縣新城鄉,大漢村,大安街1號,121.6048,24.0405,新城鄉原住民文化館,北埔村、康樂村,90,"水災,震災,土石流,海嘯",陳薇,03-8267223,是,否,是
3183,花蓮縣新城鄉,北埔村,樹林街57巷9號,121.597687,24.040698,樹林腳社區活動中心,北埔村,39,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是
3184,臺中市霧峰區,北勢里,丁台路571巷7號,120.669669,24.040961,北勢里活動中心,"南勢里,北勢里",50,"水災,震災,土石流",蘇麗紅,04-23393521,是,是,否
3185,彰化縣福興鄉,福興村,彰化縣福興鄉福興村福興路51巷12號,120.4367,24.041,福興國中,西勢村同安村,200,"水災,震災,土石流,海嘯",黃登冠,047-772066-304,是,否,是
3186,臺中市烏日區,溪尾里,溪岸路26號,120.6397,24.0411,溪尾國小教學大樓2樓綜合教室,溪尾里,80,"水災,震災",王派仁,049-2523020,是,是,否
3187,彰化縣花壇鄉,長沙村,彰化縣花壇鄉長沙村中正路72號,120.5322,24.0415,花壇鄉立圖書館,全鄉,30,"水災,土石流,海嘯",王良,047865921-04,是,否,是
3188,南投縣國姓鄉,長豐村,東三巷36之1號,120.8585,24.0423,國姓國中禮堂,石門村,200,"水災,震災,土石流,海嘯",陳國俊校長,049-2721144,是,否,是
3189,南投縣國姓鄉,石門村,國姓路207-5號,120.8616,24.0425,護國宮,石門村,50,"水災,震災,土石流,海嘯",李文連村長,0910-523351,是,否,是
3190,彰化縣花壇鄉,白沙村,彰員路3段6號,120.547443,24.042943,文德宮香客大樓,"長沙村,橋頭村,文德村,白沙村,岩竹村",100,"水災,土石流,海嘯",謝明福,04-7863904,是,是,是
3191,臺中市霧峰區,坑口里,信義路50號,120.69726,24.043054,復興國小-課後照顧教室,坑口、六股,895,"水災,震災,土石流",劉健德,04-23306075#608,是,是,是
3192,臺中市霧峰區,南柳里,柳豐路535號,120.689245,24.044171,光復國中小國中部地下室,南柳,1095,"水災,震災,土石流",蘇千棻,04-23393141#31,是,是,是
3193,彰化縣花壇鄉,岩竹村,虎山街137號,120.554382,24.044817,岩竹社區活動中心,岩竹村,25,"水災,土石流,海嘯",吳德龍,04-7878114,是,否,是
3194,彰化縣秀水鄉,安溪村,安溪街98號,120.510015,24.04494,安溪社區活動中心,安溪村,103,"水災,土石流,海嘯",莊幸福,04-7638056,是,是,是
3195,彰化縣福興鄉,西勢村,彰化縣福興鄉西勢村員鹿路2段270號,120.4272,24.0451,西區幼兒園,西勢村、同安村、秀厝村、鎮平村、廈粘村、三和村,100,"水災,土石流,海嘯",施懿玲,047-772066-336,是,否,是
3196,彰化縣花壇鄉,永春村,彰化縣花壇鄉永春村長青路25號,120.5352,24.0457,花壇鄉立老人文康中心,全鄉,40,"水災,土石流,海嘯",王良,04-7865921,是,否,是
3197,彰化縣花壇鄉,白沙村,溪北街187號,120.545254,24.046307,白沙社區活動中心,白沙村,50,"水災,土石流,海嘯",諶暐翔,04-7870138,是,否,是
3198,彰化縣福興鄉,外埔村,彰化縣福興鄉外埔村復興路15之15號,120.4439,24.0479,福興鄉公所,大崙村（以八石圳為主）、外埔村、元中村、三汴村、萬豐村、外中村,200,"水災,震災,土石流,海嘯",莊燕惠,047-772066-304,是,否,是
3199,彰化縣鹿港鎮,街尾里,力行街45號,120.435661,24.048477,街尾里活動中心,街尾里,100,"水災,震災,土石流,海嘯",吳維新,47775508,是,否,是
3200,彰化縣鹿港鎮,龍山里,金門巷81號,120.43454,24.049074,龍山寺,龍山里,303,"水災,震災,土石流,海嘯",陳永祥,47772461,是,否,是
3201,彰化縣秀水鄉,安東村,瓦瑤街17號,120.505332,24.050373,秀水鄉立體育館,全鄉,100,"水災,震災,土石流,海嘯",徐育驊,47697024,是,是,是
3202,彰化縣鹿港鎮,菜園里,三民路232號,120.432859,24.05102,菜園社區活動中心,菜園里,60,"水災,震災,土石流,海嘯",黃景祥,47775505,是,否,是
3203,彰化縣鹿港鎮,興化里,興化街1號,120.435768,24.051194,莊德堂,興化里,60,"水災,震災,土石流,海嘯",黃玲玲,47775509,是,否,是
3204,彰化縣鹿港鎮,大有里,公園一路2號,120.432607,24.053493,鹿港鎮立停車場,大有里,333,"水災,震災,土石流,海嘯",施輝雄,47772850,是,否,是
3205,花蓮縣新城鄉,康樂村,廣安1街112號,121.609904,24.053809,康樂社區活動中心,康樂村,30,"水災,震災,土石流,海嘯",賴明進,03-8260352,是,否,是
3206,花蓮縣秀林鄉,佳民村,119號,121.5994,24.0539,佳民國小收容所,佳民村,60,"水災,震災,土石流,海嘯",總務主任黃寶賢,03-8264900,是,否,是
3207,彰化縣鹿港鎮,長興里,中山路183號,120.434782,24.054169,玉皇大帝神明會館,長興里,75,"水災,震災,土石流,海嘯",陳麗枝,47773657,否,否,是
3208,彰化縣鹿港鎮,洛津里,公園三路51號,120.430906,24.054635,洛津國小,洛津里,151,"水災,震災,土石流,海嘯",黃文秋,47772782,是,否,是
3209,彰化縣鹿港鎮,東崎里,東崎七巷1號,120.474947,24.056173,東崎社區活動中心,東崎里,60,"水災,震災,土石流,海嘯",王明順,47784919,是,否,是
3210,彰化縣鹿港鎮,新宮里,文開路60號,120.430026,24.056602,文開國小,新宮里,151,"水災,震災,土石流,海嘯",何春榮,04-7788770,是,否,是
3211,彰化縣鹿港鎮,景福里,萬壽路244號,120.436563,24.057183,景福社區發展協會,景福里,181,"水災,震災,土石流,海嘯",蔡宗源,47775494,是,否,是
3212,彰化縣鹿港鎮,永安里,東隆路236號,120.438339,24.057261,高賓土雞城,永安里,100,"水災,震災,土石流,海嘯",施佩妤,47756139,是,否,是
3213,南投縣國姓鄉,北港村,國姓路31-12號,120.913738,24.057935,北港村集會所,北港村,50,"水災,震災,土石流,海嘯",劉醇良村長,049-2461033,是,否,是
3214,彰化縣鹿港鎮,順興里,彰化縣鹿港鎮順興里忠孝路403號4樓,120.4339,24.0582,文康安養活動中心,全鎮,200,"水災,震災,土石流,海嘯",趙家鈺,047772006-1610,是,否,是
3215,彰化縣鹿港鎮,頂厝里,長安路125號,120.443296,24.058411,鹿東國小,頂厝里,181,"水災,震災,土石流,海嘯",許炳熙,47775513,是,否,是
3216,彰化縣秀水鄉,鶴鳴村,明山街臨182號,120.502822,24.058427,鶴鳴社區活動中心,鶴鳴村,30,"水災,土石流,海嘯",吳永龍,7682323總幹事,是,是,是
3217,彰化縣秀水鄉,鶴鳴村,明山街41號,120.502822,24.058427,鶴鳴社區活動中心,鶴鳴村,30,"水災,土石流,海嘯",黃本興,04-7694741,是,是,是
3218,南投縣國姓鄉,長福村,大長路592-1號,120.8777,24.0591,楞嚴宮,"大旗村1-10鄰,長流村6鄰",30,"水災,震災,土石流,海嘯",范旭南村長,049-2431305,是,否,是
3219,南投縣仁愛鄉,合作村,平生路23號,121.1922,24.0595,合作國小學生活動中心,合作村,300,"水災,震災,土石流,海嘯",黃淑芬,2970063,是,否,是
3220,臺中市霧峰區,四德里,四德路533號2樓,120.667048,24.060807,四德里活動中心,四德里,50,"水災,震災,土石流",潘享胤,04-23338120,是,否,是
3221,臺中市霧峰區,四德里,四德路504號,120.667937,24.060827,四德國小禮堂,四德、丁台,1425,"水災,震災,土石流",魏永龍-王美玲,04-23393374#630,是,是,否
3222,彰化縣鹿港鎮,東石里,中山路661號,120.423682,24.06098,鹿港高中,東石里,212,"水災,震災,土石流,海嘯",鄧易承,47761912,是,否,是
3223,臺中市霧峰區,本堂里,大同路8號,120.700564,24.061924,霧峰區圖書館3樓,本堂、萊園、錦榮,500,"水災,震災,土石流",胡靜碟,04-23332426,是,是,是
3224,彰化縣秀水鄉,馬興村,培英巷1號,120.496892,24.061957,馬興國小,全鄉,150,"水災,震災,土石流,海嘯",吳宗達,04-7521728,是,是,是
3225,臺中市烏日區,螺潭里,溪南路2段370號,120.642879,24.06228,喀哩國小北棟1樓自然教室,螺潭里,200,"水災,震災",張秀娟,23351016,是,否,否
3226,南投縣國姓鄉,北港村,北圳巷26-1號,120.9248,24.0626,碧雲宮,北港村,50,"水災,震災,土石流,海嘯",劉醇良村長,049-2461198,是,否,是
3227,彰化縣秀水鄉,馬興村,西銘巷6-1號,120.495508,24.062724,馬興社區活動中心,馬興村,69,"水災,土石流,海嘯",周家茂,04-7526742,是,是,是
3228,彰化縣秀水鄉,馬興村,西銘巷6-1號,120.495508,24.062724,馬興社區活動中心,馬興村,69,"水災,土石流,海嘯",陳明灶,04-7526742,是,是,是
3229,彰化縣鹿港鎮,埔崙里,中正路588號,120.435873,24.06311,鹿港文創會館,埔崙里,242,"水災,震災,土石流,海嘯",董建林,47775514,是,否,是
3230,南投縣國姓鄉,北港村,長北路53-2號,120.8979,24.0637,淨蓮禪寺,北港村,100,"水災,震災,土石流,海嘯",劉醇良村長,049-2461557,是,否,是
3231,彰化縣鹿港鎮,溝墘里,棋盤巷32之2號,120.475495,24.064293,溝墘社區發展協會,溝墘里,30,"水災,震災,土石流,海嘯",洪明園,47716479,是,否,是
3232,臺中市霧峰區,桐林里,民生路672號,120.735954,24.066166,桐林國小青銅林廣場,桐林,385,"水災,震災,土石流",江健華,04-23304311,是,否,是
3233,南投縣仁愛鄉,互助村,原名路169號,120.972709,24.066472,互助村中原活動中心,互助村,200,"水災,震災,土石流,海嘯",楊如萍,049-2941162,是,否,是
3234,南投縣國姓鄉,北港村,北原路48之1號,120.9364,24.0666,德林念佛寺,北港村,150,"水災,震災,土石流,海嘯",劉醇良村長,049-2461870,是,否,是
3235,彰化縣秀水鄉,義興村,義興街13號,120.491039,24.066695,義興社區活動中心,義興村,73,"水災,土石流,海嘯",施振煌,04-7526567,是,是,是
3236,彰化縣秀水鄉,義興村,義興街70號,120.491039,24.066695,義興社區活動中心,義興村,73,"水災,土石流,海嘯",施文達,04-7627095,是,是,是
3237,南投縣國姓鄉,長流村,大長路559號,120.8763,24.0667,長流國小1甲-6甲及2間專科教室,長流村4.5.7.8.9鄰,50,"水災,震災,土石流,海嘯",姚仁傑校長,049-22431006,是,否,是
3238,臺中市霧峰區,本鄉里,民生路95號,120.7008,24.067116,本鄉里活動中心,本鄉里,25,"水災,震災,土石流",曾元宏,04-23336367,是,否,否
3239,彰化縣彰化市,南瑤里,南瑤路43號,120.538264,24.06767,南瑤宮,全市,100,"水災,震災,土石流,海嘯",柯見力,047222141-1710,是,是,是
3240,臺中市霧峰區,甲寅里,民生路125巷8號2樓,120.701315,24.068272,甲寅里活動中心,甲寅里,50,"水災,震災,土石流",林文卿,04-23308890,是,否,是
3241,臺中市霧峰區,甲寅里,民生路156號,120.703193,24.069926,僑榮國小樂群樓地下室,甲寅、本鄉,750,"水災,震災,土石流",胡耿賓,04-23335553#730,是,是,是
3242,彰化縣伸港鄉,曾家村,曾家路72號,120.545169,24.070115,曾家社區活動中心,曾家村,60,"水災,震災,土石流,海嘯",李彥宏,04-7982010154,否,否,是
3243,南投縣國姓鄉,長流村,大長路427號,120.8762,24.0708,長流社區活動中心,長流村10-11鄰,100,"水災,震災,土石流,海嘯",羅廣霖村長,049-2431753,是,否,是
3244,彰化縣鹿港鎮,海埔里,鹿草路2段197號,120.43939,24.071142,海埔里民集會所,海埔里,90,"水災,震災,土石流,海嘯",黃振義,47751662,否,否,是
3245,臺中市烏日區,溪埧里,烏日區溪埧里溪南路一段731號,120.6442,24.0715,溪南國中北棟教室2樓,溪壩、東園、北里、南里、螺潭,150,"水災,震災",宋淑娟,04-23353959-11,是,是,否
3246,臺中市大肚區,社腳里,沙田路一段364號,120.34069,24.07197,追分國小多功能教室,該收容處所亦有附屬空地可供使用﹝面積6974平方公尺﹞,100,"水災,土石流,海嘯",賴如足,04-26932604,是,否,是
3247,彰化縣鹿港鎮,詔安里,某旦巷85號,120.456784,24.072394,新興國小,詔安里廖厝里,121,"水災,震災,土石流,海嘯",施進益,7775520,是,否,是
3248,臺中市霧峰區,甲寅里,中正路1222號,120.699599,24.073209,霧峰農工向陽樓,甲寅,1070,"水災,震災,土石流",沈振雄,04-23303118#605,是,是,是
3249,臺中市霧峰區,五福里,新埔路239號,120.667351,24.07347,五福國小康寧樓,五福,1655,"水災,震災,土石流",林柏翰,04-23396119#606,是,是,否
3250,南投縣國姓鄉,大旗村,大長路307-1號,120.8776,24.0739,奉天宮,長流村1-3鄰,30,"水災,震災,土石流,海嘯",詹寬容主委,049-2431705,是,否,是
3251,南投縣仁愛鄉,大同村,博望巷42號,121.170939,24.074957,松崗活動中心,仁愛鄉大同村,100,,張雅芳,2803700,否,否,否
3252,臺中市大里區,東湖里,東南路207巷36號,120.693182,24.076807,東湖活動中心廣場,西湖里/東湖里,20,"水災,震災",林鳳月,935045731,否,是,否
3253,南投縣國姓鄉,長豐村,東三巷36之1號,120.8711,24.0774,長豐社區活動中心,長豐村,30,"水災,震災,土石流,海嘯",謝進春村長,049-2431975,是,否,是
3254,臺中市大里區,西湖里,西湖路32號,120.689997,24.078248,草湖國民小學禮堂/操場,西湖里/東湖里,1100,"水災,震災",林詠勝,04-24953078#700,是,否,是
3255,臺中市霧峰區,吉峰里,民生路349號,120.7191,24.079603,吉峰國小三期校舍地下室,吉峰,856,"水災,震災,土石流",陳禾青,04-23300893830,是,是,是
3256,南投縣仁愛鄉,合作村,和氣巷49號,121.26806,24.080452,德鹿谷長老教會,合作村,80,"水災,震災,土石流,海嘯",姑母答芭絲,921786179,是,否,否
3257,彰化縣彰化市,光復里,民生路259號,120.544605,24.080673,介壽生活藝文館,全市,115,"水災,震災,土石流,海嘯",許碩元,047222141-2007,是,是,是
3258,花蓮縣秀林鄉,景美村,加灣106號,121.6067,24.0825,景美活動中心,景美村,100,"水災,震災,土石流,海嘯",呂愛美,03-8267603,是,否,是
3259,南投縣仁愛鄉,合作村,平生路56號,121.215808,24.083307,合作活動中心,合作村,60,"水災,震災,土石流,海嘯",高世昌,049-2970912,是,否,是
3260,臺中市烏日區,東園里,溪南路一段238巷198號,120.639937,24.083915,東園國小體育館,東園里,150,"水災,震災",王素貞,04-23353092,是,否,否
3261,臺中市大里區,塗城里,美群路99號,120.708825,24.084163,美群國民小學地下室/風雨操場,塗城里/瑞城里/仁化里/仁德里/金城里,2000,"水災,震災",邱家麟,04-24912129#1801,是,是,是
3262,臺中市大里區,塗城里,塗城路1-26號,120.723743,24.084237,塗城活動中心,塗城里/健民里,115,水災,賴政建,04-24937979,是,否,是
3263,彰化縣線西鄉,德興村,線東路二段447號,120.519016,24.084258,德興民眾活動中心,德興村,50,"水災,震災,土石流,海嘯",許富榮,04-7583036,是,否,否
3264,彰化縣和美鎮,源埤里,南安路105號,120.5107,24.0853,源埤社區活動中心,源埤 南佃,150,"水災,震災,土石流,海嘯",吳素美,04-7631247,是,否,是
3265,臺中市大里區,夏田里,頂厝路125號,120.668552,24.085406,夏田活動中心廣場,夏田里/大里里,40,"水災,震災",胡金鍊,928901233,否,是,否
3266,臺中市大里區,瑞城里,美村街196 號,120.702842,24.08609,瑞城國民小學活動中心/操場,瑞城里/塗城里/仁德里/西湖里/東湖里,1300,震災,劉紀盈,04-24923397#766,是,是,否
3267,臺中市大里區,瑞城里,瑞和街36號,120.703756,24.086128,瑞城活動中心,瑞城里/塗城里/仁德里/西湖里,100,震災,林陳妙馨,04-24925618,是,否,是
3268,彰化縣彰化市,陽明里,三民路436號,120.549124,24.086545,老人文康中心,全市,74,"水災,震災,土石流,海嘯",柯見力,047222141-1710,是,是,是
3269,彰化縣鹿港鎮,頂番里,彰化縣鹿港鎮頂番里彰頂路326巷138號,120.4848,24.0867,頂番社區活動中心,全鎮,100,"水災,震災,土石流,海嘯",潘順良,919499499,是,否,是
3270,彰化縣和美鎮,南佃里,嘉佃路296號,120.501,24.087,大榮國小,南佃 詔安 鎮平,200,"水災,震災,土石流,海嘯",謝孟珊,7636814,否,否,否
3271,彰化縣和美鎮,鎮平里,南平路11號,120.509,24.088,鎮平社區活動中心,鎮平,60,"水災,土石流,海嘯",楊啟明,7525245,否,否,否
3272,彰化縣鹿港鎮,頂番里,頂草路一段100號,120.479839,24.088748,頂番國小,頂番里,181,"水災,震災,土石流,海嘯",潘文生,47711515,是,否,是
3273,臺中市大里區,健民里,校前路27號,120.72904,24.089117,竹仔坑社區活動中心,健民里/塗城里,45,水災,賴素鈴,04-24911213,是,否,是
3274,臺中市大里區,健民里,校前路26號,120.727899,24.089412,健民國民小學演奏廳/操場,健民里/仁化里/塗城里,1000,水災,林約宏,04-24912342#188,是,是,否
3275,彰化縣和美鎮,嘉犁里,東坡路8巷2號,120.516,24.09,嘉犁社區活動中心,嘉犁里,100,"水災,土石流,海嘯",許樹森,7365277,否,否,否
3276,臺中市大里區,金城里,塗城路923巷19號,120.695431,24.090127,金城活動中心,金城里/仁德里/東湖里,100,"水災,震災",詹文雄,04-24921753,是,否,是
3277,臺中市大里區,健民里,健民路86號,120.730206,24.09039,竹坑營區,健民里/仁化里/塗城里,60,水災,蔡芳明上尉,04-24916292,是,否,是
3278,彰化縣和美鎮,詔安里,彰和路二段176巷1號,120.528,24.091,詔安社區活動中心,詔安,150,"水災,土石流,海嘯",李永吉,7355293,否,否,否
3279,彰化縣鹿港鎮,洋厝里,新厝巷臨51之1號,120.447463,24.091044,新厝社區活動中心,洋厝里,60,"水災,震災,土石流,海嘯",許勝裕,47781566,是,否,是
3280,彰化縣鹿港鎮,頭崙里,頂草路2段150號,120.476961,24.091441,頭崙里集會所,頭崙里頭南里,150,"水災,震災,土石流,海嘯",楊明通,47711517,是,否,是
3281,南投縣國姓鄉,長福村,大長路71號,120.888,24.0927,"長福國小1甲-6甲,音樂室,圖書室",長福村,50,"水災,震災,土石流,海嘯",柯志忠校長,049-2431295,是,否,是
3282,臺中市大里區,仁化里,文化街119號,120.699929,24.092829,仁德活動中心,仁化里/塗城里,100,"水災,震災",王木竹,910507094,是,否,是
3283,臺中市大里區,仁德里,文化街120號,120.700282,24.093045,塗城國民小學南棟教學大樓地下室/運動場,塗城里/瑞城里/金城里,500,"水災,震災",張永志,04-24922935#700,是,是,是
3284,臺中市大里區,金城里,至善路157號,120.699273,24.094049,成功國民中學操場,金城里/仁德里/東湖里,1200,"水災,震災",楊淑麗,04-24927226,否,是,否
3285,臺中市烏日區,光明里,光明路40號,120.647007,24.094481,五光國小西棟1樓舞蹈教室,五光里,50,震災,段立國,23362276,是,否,否
3286,臺中市大里區,大元里,國中路365號,120.678963,24.095124,大里高中中正堂/操場,大里里/中新里/夏田里/新里里/大元里,1500,"水災,震災",莊煥綱,04-24067870#514,是,是,是
3287,臺中市大里區,健民里,鳳凰路68號,120.718063,24.096178,光正國民中學風雨操場/操場,健民里/仁化里/塗城里/仁德里,2500,"水災,震災",王心怡,04-24911599#101,否,是,是
3288,彰化縣和美鎮,嘉犁里,彰和路3段50號,120.511,24.0966,大嘉國小,嘉犁 新庄,200,"水災,震災,土石流,海嘯",葉錫釗,7552524,否,否,否
3289,彰化縣和美鎮,新庄里,彰化縣和美鎮新庄里東發路100巷36-1號,120.5336,24.0971,新庄社區活動中心,新庄里,100,"水災,土石流,海嘯",黃宏山,04-7550003,是,否,是
3290,臺中市大里區,新里里,福興街1號,120.677457,24.098079,福興宮,新里里/大里里/國光里,100,"水災,震災",張滄沂,04-24065066,是,否,是
3291,彰化縣和美鎮,面前里,雅安路265號,120.488,24.099,面前社區活動中心,面前 仁愛,100,"水災,土石流,海嘯",吳明書,7562842,否,否,否
3292,南投縣仁愛鄉,新生村,山林巷175之18號,121.030694,24.099167,農特產品產銷中心,新生村,200,"水災,土石流,海嘯",鄭志誠,2941765,是,否,否
